Shipment_ID,Origin_Region,Carrier_Name,Cargo_Type,Planned_ETA,Actual_Arrival,Weather_Index,Port_Congestion_Level,Distance_KM
SHP4887,USA,FastLogistics,Hazardous,18-10-2025,24-10-2025,2,0.89,2175
SHP4888,IN,AirFreight_Inc,Fragile,14-01-2025,19-01-2025,9,0.96,5745
SHP4889,CN,,Hazardous,27-01-2025,01-02-2025,5,0.49,12877
SHP4890,U.S.,AirFreight_Inc,Hazardous,14-02-2025,22-02-2025,3,0.6,9417
SHP4891,USA,GlobalShip,Perishable,03-10-2025,13-10-2025,1,,5427
SHP4892,Brazil,FastLogistics,Hazardous,08-09-2025,09-09-2025,1,0.68,9989
SHP4893,United States,,Standard,19-03-2025,23-03-2025,2,0.98,2461
SHP4894,CN,AirFreight_Inc,Hazardous,02-06-2025,08-06-2025,4,0.13,10451
SHP4895,DE,GlobalShip,Standard,23-08-2025,21-08-2025,3,0.15,3297
SHP4896,India,FastLogistics,Hazardous,16-03-2025,23-03-2025,9,0.48,10845
SHP4897,CN,FastLogistics,Fragile,04-03-2025,14-03-2025,6,0.77,13215
SHP4898,Brazil,,Standard,03-09-2025,03-09-2025,10,0.04,3357
SHP4899,Germany,OceanWave,Hazardous,02-02-2025,07-02-2025,10,,14394
SHP4900,USA,AirFreight_Inc,Hazardous,17-05-2025,16-05-2025,99,0.03,9392
SHP4901,Brazil,AirFreight_Inc,Standard,23-05-2025,27-05-2025,7,0.58,3410
SHP4902,USA,OceanWave,Perishable,05-02-2025,15-02-2025,3,0.04,13745
SHP4903,China,OceanWave,Hazardous,28-10-2025,30-10-2025,2,0.48,894
SHP4904,United States,AirFreight_Inc,Hazardous,28-01-2025,04-02-2025,1,0.67,11432
SHP4905,IN,,Perishable,07-08-2025,17-08-2025,5,0.2,5346
SHP4906,DE,,Perishable,03-01-2025,10-01-2025,1,,7666
SHP4907,USA,AirFreight_Inc,Hazardous,07-04-2025,10-04-2025,5,,11491
SHP4908,DE,AirFreight_Inc,Hazardous,05-10-2025,08-10-2025,8,0.53,1633
SHP4909,United States,FastLogistics,Hazardous,24-10-2025,30-10-2025,10,0.5,5117
SHP4910,Germany,,Perishable,06-02-2025,07-02-2025,3,0.99,9825
SHP4911,DE,AirFreight_Inc,Hazardous,18-06-2025,19-06-2025,9,0.58,13044
SHP4912,India,GlobalShip,Hazardous,25-03-2025,04-04-2025,10,0.99,7145
SHP4913,Brazil,OceanWave,Perishable,07-09-2025,07-09-2025,6,0.21,7551
SHP4914,CN,OceanWave,Perishable,23-03-2025,23-03-2025,10,0.6,1440
SHP4915,CN,AirFreight_Inc,Fragile,25-10-2025,27-10-2025,8,0.25,14298
SHP4916,U.S.,OceanWave,Fragile,25-02-2025,06-03-2025,2,0.4,4187
SHP4917,CN,OceanWave,Fragile,14-04-2025,22-04-2025,2,0.1,7203
SHP4918,CN,OceanWave,Perishable,26-05-2025,05-06-2025,99,0.11,6588
SHP4919,U.S.,OceanWave,Standard,27-07-2025,03-08-2025,6,0.48,528
SHP4920,USA,,Hazardous,15-09-2025,16-09-2025,4,0.15,9796
SHP4921,U.S.,FastLogistics,Hazardous,24-08-2025,23-08-2025,4,0.7,5246
SHP4922,U.S.,AirFreight_Inc,Fragile,12-06-2025,15-06-2025,3,0.22,8876
SHP4923,CN,OceanWave,Hazardous,10-02-2025,18-02-2025,8,0.34,716
SHP4924,CN,,Hazardous,08-08-2025,08-08-2025,2,0.89,12020
SHP4925,CN,,Standard,27-06-2025,27-06-2025,8,0.51,5013
SHP4926,China,OceanWave,Standard,20-07-2025,25-07-2025,6,0.97,7583
SHP4927,IN,OceanWave,Hazardous,24-01-2025,28-01-2025,3,0.77,2182
SHP4928,USA,,Fragile,04-04-2025,05-04-2025,6,0.06,9994
SHP4929,United States,FastLogistics,Perishable,14-04-2025,21-04-2025,1,0.19,5073
SHP4930,Brazil,,Standard,26-06-2025,29-06-2025,10,0.62,4248
SHP4931,CN,AirFreight_Inc,Hazardous,26-04-2025,05-05-2025,7,0.02,612
SHP4932,Germany,AirFreight_Inc,Hazardous,15-02-2025,19-02-2025,8,0.09,8232
SHP4933,CN,AirFreight_Inc,Standard,24-02-2025,05-03-2025,7,0.11,11175
SHP4934,DE,FastLogistics,Hazardous,19-04-2025,18-04-2025,6,0.16,10572
SHP4935,Germany,,Hazardous,17-09-2025,15-09-2025,2,0.56,8625
SHP4936,India,FastLogistics,Perishable,02-07-2025,30-06-2025,5,0.04,9061
SHP4937,IN,GlobalShip,Perishable,13-06-2025,15-06-2025,3,0.19,7556
SHP4938,China,AirFreight_Inc,Standard,08-09-2025,13-09-2025,1,0.1,6378
SHP4939,United States,OceanWave,Hazardous,26-06-2025,02-07-2025,8,0.79,10687
SHP4940,India,,Perishable,23-02-2025,05-03-2025,6,0.47,6470
SHP4941,Brazil,GlobalShip,Hazardous,30-01-2025,31-01-2025,7,0.71,5472
SHP4942,China,FastLogistics,Hazardous,26-01-2025,05-02-2025,8,0.04,4764
SHP4943,United States,FastLogistics,Standard,21-01-2025,20-01-2025,6,0.24,14769
SHP4944,India,AirFreight_Inc,Standard,21-10-2025,28-10-2025,1,,11055
SHP4945,U.S.,,Standard,15-09-2025,16-09-2025,4,0.26,4370
SHP4946,CN,GlobalShip,Fragile,16-05-2025,22-05-2025,2,0.9,7231
SHP4947,USA,AirFreight_Inc,Perishable,07-02-2025,16-02-2025,2,0.84,3142
SHP4948,United States,,Fragile,03-05-2025,09-05-2025,99,0.57,2491
SHP4949,Brazil,,Standard,13-07-2025,13-07-2025,2,0.39,5967
SHP4950,United States,FastLogistics,Standard,15-07-2025,22-07-2025,2,0.1,6977
SHP4951,DE,OceanWave,Hazardous,26-02-2025,27-02-2025,99,0.84,14298
SHP4952,USA,AirFreight_Inc,Fragile,21-01-2025,28-01-2025,6,0.93,11258
SHP4953,Brazil,OceanWave,Fragile,31-08-2025,01-09-2025,4,0.53,8395
SHP4954,China,OceanWave,Standard,17-02-2025,18-02-2025,10,0.57,9349
SHP4955,India,GlobalShip,Hazardous,30-03-2025,09-04-2025,3,0.46,3116
SHP4956,Germany,AirFreight_Inc,Perishable,23-04-2025,28-04-2025,4,0.97,2561
SHP4957,U.S.,,Hazardous,10-07-2025,12-07-2025,5,0.7,6787
SHP4958,Brazil,,Perishable,01-10-2025,08-10-2025,4,0.2,8207
SHP4959,India,GlobalShip,Perishable,02-06-2025,10-06-2025,6,0.28,14768
SHP4960,DE,,Perishable,23-07-2025,28-07-2025,4,0.8,8292
SHP4961,DE,GlobalShip,Hazardous,05-01-2025,10-01-2025,6,0.52,6746
SHP4962,Brazil,AirFreight_Inc,Perishable,26-01-2025,04-02-2025,2,0.39,5471
SHP4963,CN,,Fragile,26-10-2025,24-10-2025,3,0.56,8578
SHP4964,Germany,OceanWave,Standard,22-09-2025,28-09-2025,6,0.29,3490
SHP4965,United States,AirFreight_Inc,Hazardous,02-04-2025,11-04-2025,2,0.39,2198
SHP4966,USA,FastLogistics,Standard,30-04-2025,05-05-2025,6,0.2,12410
SHP4967,Brazil,AirFreight_Inc,Fragile,20-08-2025,24-08-2025,7,0.13,1053
SHP4968,CN,OceanWave,Hazardous,08-02-2025,13-02-2025,7,,8643
SHP4969,DE,GlobalShip,Perishable,18-05-2025,22-05-2025,4,0.49,12313
SHP4970,United States,GlobalShip,Fragile,07-03-2025,13-03-2025,1,0.74,10098
SHP4971,United States,GlobalShip,Perishable,23-09-2025,30-09-2025,6,1,14870
SHP4972,U.S.,,Perishable,30-08-2025,05-09-2025,6,0.19,6813
SHP4973,China,FastLogistics,Fragile,20-08-2025,25-08-2025,7,0.6,13337
SHP4974,China,,Standard,12-02-2025,10-02-2025,7,0.35,7259
SHP4975,India,,Fragile,31-07-2025,09-08-2025,4,0.05,12270
SHP4976,Germany,AirFreight_Inc,Fragile,17-10-2025,15-10-2025,1,0.7,8364
SHP4977,DE,FastLogistics,Perishable,27-06-2025,03-07-2025,8,0.45,9841
SHP4978,Brazil,OceanWave,Hazardous,07-04-2025,10-04-2025,7,0.6,2141
SHP4979,IN,GlobalShip,Perishable,08-09-2025,08-09-2025,3,,2003
SHP4980,CN,OceanWave,Standard,07-06-2025,13-06-2025,7,0.12,10724
SHP4981,India,,Fragile,24-01-2025,24-01-2025,4,0.53,8630
SHP4982,CN,FastLogistics,Perishable,07-04-2025,15-04-2025,5,0.32,13161
SHP4983,United States,OceanWave,Fragile,06-09-2025,14-09-2025,8,0.99,1550
SHP4984,DE,GlobalShip,Hazardous,27-09-2025,02-10-2025,8,0.17,12782
SHP4985,IN,FastLogistics,Fragile,13-06-2025,19-06-2025,8,0.12,5036
SHP4986,DE,GlobalShip,Standard,24-04-2025,24-04-2025,1,0.31,6493
SHP4987,China,,Fragile,19-09-2025,25-09-2025,8,0.81,4402
SHP4988,CN,AirFreight_Inc,Perishable,22-04-2025,28-04-2025,7,0.34,8304
SHP4989,United States,FastLogistics,Standard,26-09-2025,02-10-2025,8,0.24,9319
SHP4990,CN,OceanWave,Perishable,02-08-2025,01-08-2025,5,0.74,7411
SHP4991,Brazil,GlobalShip,Perishable,01-03-2025,07-03-2025,6,0.05,2024
SHP4992,IN,AirFreight_Inc,Fragile,24-01-2025,24-01-2025,10,0,10741
SHP4993,United States,OceanWave,Perishable,10-05-2025,08-05-2025,9,0.94,14003
SHP4994,Brazil,AirFreight_Inc,Perishable,09-05-2025,15-05-2025,3,0.34,3749
SHP4995,USA,FastLogistics,Fragile,30-09-2025,05-10-2025,9,0.73,11870
SHP4996,India,OceanWave,Perishable,01-05-2025,08-05-2025,8,0.11,13846
SHP4997,IN,OceanWave,Hazardous,27-09-2025,28-09-2025,6,0.35,4664
SHP4998,IN,AirFreight_Inc,Perishable,18-03-2025,19-03-2025,8,0.6,10209
SHP4999,China,GlobalShip,Standard,03-09-2025,09-09-2025,10,0.1,10070
SHP5000,China,,Standard,04-05-2025,12-05-2025,2,0.77,9825
SHP5001,USA,,Hazardous,14-06-2025,19-06-2025,7,0.2,2270
SHP5002,U.S.,,Fragile,09-07-2025,16-07-2025,5,0.2,12715
SHP5003,DE,FastLogistics,Perishable,20-01-2025,18-01-2025,99,0.49,9365
SHP5004,Germany,GlobalShip,Fragile,02-02-2025,01-02-2025,6,0.15,1772
SHP5005,USA,OceanWave,Fragile,06-06-2025,07-06-2025,4,0.04,10633
SHP5006,China,FastLogistics,Perishable,18-09-2025,18-09-2025,8,0.2,976
SHP5007,CN,FastLogistics,Fragile,11-06-2025,20-06-2025,1,0.78,9147
SHP5008,Germany,AirFreight_Inc,Standard,21-09-2025,01-10-2025,1,0.25,3586
SHP5009,India,OceanWave,Standard,28-07-2025,28-07-2025,9,1,986
SHP5010,IN,,Perishable,10-05-2025,20-05-2025,8,0.19,11452
SHP5011,China,FastLogistics,Standard,10-07-2025,16-07-2025,10,0.34,8691
SHP5012,CN,,Hazardous,16-10-2025,25-10-2025,8,0.92,7253
SHP5013,Germany,GlobalShip,Perishable,26-10-2025,29-10-2025,7,0.23,14097
SHP5014,India,FastLogistics,Standard,09-06-2025,10-06-2025,6,0.61,586
SHP5015,Brazil,AirFreight_Inc,Standard,02-06-2025,02-06-2025,9,0.41,9087
SHP5016,USA,,Hazardous,27-03-2025,29-03-2025,5,0.58,8490
SHP5017,CN,,Perishable,10-04-2025,17-04-2025,3,0.7,933
SHP5018,India,AirFreight_Inc,Hazardous,09-05-2025,10-05-2025,7,0.8,9040
SHP5019,DE,OceanWave,Fragile,24-05-2025,29-05-2025,8,0.74,14863
SHP5020,DE,FastLogistics,Standard,12-04-2025,16-04-2025,4,0.3,6796
SHP5021,China,AirFreight_Inc,Standard,06-01-2025,04-01-2025,6,0.05,7651
SHP5022,United States,OceanWave,Fragile,04-06-2025,13-06-2025,2,0.38,832
SHP5023,USA,OceanWave,Perishable,05-01-2025,04-01-2025,1,0.73,13636
SHP5024,Brazil,,Hazardous,25-06-2025,04-07-2025,3,0.57,4338
SHP5025,China,GlobalShip,Hazardous,20-01-2025,29-01-2025,7,0.39,9387
SHP5026,CN,FastLogistics,Fragile,05-08-2025,09-08-2025,5,0.4,5694
SHP5027,USA,OceanWave,Standard,29-09-2025,27-09-2025,7,0.23,578
SHP5028,USA,GlobalShip,Hazardous,14-04-2025,15-04-2025,1,0.35,14768
SHP5029,Brazil,FastLogistics,Fragile,15-04-2025,24-04-2025,3,0.99,7639
SHP5030,IN,FastLogistics,Hazardous,09-08-2025,09-08-2025,1,0.86,14220
SHP5031,USA,,Standard,15-09-2025,24-09-2025,9,0.65,562
SHP5032,Germany,FastLogistics,Hazardous,31-01-2025,04-02-2025,9,0.93,5282
SHP5033,United States,GlobalShip,Standard,17-09-2025,23-09-2025,9,0.89,13786
SHP5034,USA,,Perishable,28-03-2025,27-03-2025,3,0.85,1151
SHP5035,Brazil,AirFreight_Inc,Fragile,31-07-2025,06-08-2025,10,0.53,8891
SHP5036,USA,,Fragile,24-07-2025,28-07-2025,8,0.95,8734
SHP5037,United States,OceanWave,Hazardous,02-07-2025,05-07-2025,5,0.23,2977
SHP5038,CN,AirFreight_Inc,Standard,06-06-2025,08-06-2025,10,0.35,12264
SHP5039,USA,AirFreight_Inc,Standard,24-08-2025,22-08-2025,8,0.28,7763
SHP5040,Germany,FastLogistics,Perishable,06-09-2025,08-09-2025,6,0.61,6850
SHP5041,United States,FastLogistics,Perishable,03-10-2025,08-10-2025,10,0.53,6151
SHP5042,Brazil,GlobalShip,Perishable,29-09-2025,03-10-2025,3,0.21,9304
SHP5043,Germany,GlobalShip,Fragile,03-03-2025,07-03-2025,8,0.23,3060
SHP5044,Brazil,GlobalShip,Hazardous,31-05-2025,10-06-2025,1,0.84,2176
SHP5045,U.S.,FastLogistics,Perishable,23-06-2025,01-07-2025,2,0.18,6077
SHP5046,U.S.,OceanWave,Fragile,25-02-2025,27-02-2025,2,0.19,3201
SHP5047,IN,GlobalShip,Hazardous,28-02-2025,02-03-2025,2,0.64,8404
SHP5048,Brazil,AirFreight_Inc,Hazardous,11-07-2025,18-07-2025,4,0.71,5594
SHP5049,Brazil,OceanWave,Perishable,08-07-2025,10-07-2025,2,0.25,4630
SHP5050,U.S.,FastLogistics,Perishable,02-03-2025,28-02-2025,9,0.12,2682
SHP5051,Germany,FastLogistics,Fragile,28-02-2025,03-03-2025,9,0.67,4526
SHP5052,United States,OceanWave,Standard,11-04-2025,10-04-2025,10,0.9,2644
SHP5053,USA,,Fragile,15-06-2025,20-06-2025,10,0.36,3352
SHP5054,DE,FastLogistics,Standard,14-03-2025,15-03-2025,4,0.33,7827
SHP5055,USA,FastLogistics,Standard,27-07-2025,02-08-2025,8,0.38,14960
SHP5056,IN,OceanWave,Hazardous,09-01-2025,18-01-2025,3,0.32,525
SHP5057,U.S.,AirFreight_Inc,Hazardous,25-07-2025,23-07-2025,5,0.54,11809
SHP5058,U.S.,AirFreight_Inc,Hazardous,02-05-2025,01-05-2025,5,0.83,659
SHP5059,United States,FastLogistics,Standard,03-09-2025,03-09-2025,10,0.99,4401
SHP5060,CN,GlobalShip,Standard,05-09-2025,12-09-2025,2,0.68,864
SHP5061,U.S.,AirFreight_Inc,Standard,08-09-2025,06-09-2025,1,0.49,9505
SHP5062,India,,Hazardous,08-09-2025,18-09-2025,4,,6837
SHP5063,United States,OceanWave,Fragile,13-10-2025,18-10-2025,10,0.54,8612
SHP5064,USA,AirFreight_Inc,Fragile,10-05-2025,13-05-2025,2,0.61,12548
SHP5065,Brazil,AirFreight_Inc,Hazardous,23-09-2025,03-10-2025,5,0.7,7408
SHP5066,CN,,Fragile,08-06-2025,07-06-2025,7,,2834
SHP5067,United States,FastLogistics,Perishable,23-04-2025,27-04-2025,9,0.06,3356
SHP5068,China,,Hazardous,18-10-2025,28-10-2025,10,0.53,9720
SHP5069,DE,OceanWave,Hazardous,25-07-2025,28-07-2025,99,0.23,13576
SHP5070,U.S.,OceanWave,Fragile,29-08-2025,07-09-2025,1,0.05,9868
SHP5071,USA,GlobalShip,Fragile,13-09-2025,11-09-2025,7,0.35,849
SHP5072,United States,OceanWave,Fragile,16-05-2025,26-05-2025,2,0.3,2025
SHP5073,Brazil,GlobalShip,Perishable,23-02-2025,25-02-2025,9,0.9,6507
SHP5074,Germany,FastLogistics,Fragile,28-05-2025,04-06-2025,5,,6826
SHP5075,CN,GlobalShip,Fragile,17-01-2025,27-01-2025,7,0.49,11500
SHP5076,Germany,OceanWave,Hazardous,30-03-2025,28-03-2025,3,,10264
SHP5077,United States,GlobalShip,Perishable,05-06-2025,14-06-2025,1,,13504
SHP5078,CN,OceanWave,Standard,05-05-2025,15-05-2025,6,0.64,11135
SHP5079,China,GlobalShip,Fragile,24-06-2025,04-07-2025,5,0.11,12190
SHP5080,Brazil,GlobalShip,Perishable,21-05-2025,29-05-2025,4,0.18,8426
SHP5081,India,GlobalShip,Hazardous,10-09-2025,15-09-2025,2,0.34,11088
SHP5082,United States,GlobalShip,Hazardous,16-10-2025,26-10-2025,4,0.25,2510
SHP5083,China,AirFreight_Inc,Fragile,28-04-2025,01-05-2025,8,0.62,12813
SHP5084,CN,,Hazardous,20-08-2025,23-08-2025,1,0.78,7910
SHP5085,China,,Fragile,23-02-2025,21-02-2025,8,0.77,4473
SHP5086,IN,GlobalShip,Fragile,05-06-2025,14-06-2025,2,0.74,5008
SHP5087,IN,AirFreight_Inc,Perishable,03-05-2025,09-05-2025,1,0.59,11460
SHP5088,USA,AirFreight_Inc,Standard,02-09-2025,02-09-2025,3,0.59,13431
SHP5089,United States,GlobalShip,Fragile,29-04-2025,02-05-2025,9,0.19,13415
SHP5090,U.S.,,Fragile,13-09-2025,18-09-2025,9,0.22,5044
SHP5091,CN,AirFreight_Inc,Standard,27-07-2025,28-07-2025,5,0.08,4498
SHP5092,U.S.,GlobalShip,Hazardous,07-04-2025,11-04-2025,99,,8884
SHP5093,USA,OceanWave,Hazardous,11-04-2025,20-04-2025,2,0.59,14460
SHP5094,China,FastLogistics,Standard,28-05-2025,02-06-2025,3,0.48,1886
SHP5095,Brazil,,Perishable,07-09-2025,06-09-2025,99,0.47,4236
SHP5096,India,FastLogistics,Perishable,13-08-2025,12-08-2025,10,0.36,7233
SHP5097,Brazil,OceanWave,Hazardous,27-05-2025,06-06-2025,5,0.92,12343
SHP5098,DE,AirFreight_Inc,Fragile,06-04-2025,10-04-2025,8,0.66,12905
SHP5099,United States,GlobalShip,Standard,28-06-2025,29-06-2025,1,0.97,5046
SHP5100,IN,OceanWave,Fragile,15-08-2025,25-08-2025,2,0.79,9905
SHP5101,United States,,Perishable,16-10-2025,19-10-2025,99,0.9,11080
SHP5102,China,FastLogistics,Fragile,18-09-2025,20-09-2025,3,0.81,8837
SHP5103,India,OceanWave,Hazardous,22-05-2025,28-05-2025,3,0.86,12044
SHP5104,IN,FastLogistics,Standard,20-01-2025,22-01-2025,99,0.49,1255
SHP5105,USA,OceanWave,Fragile,14-01-2025,18-01-2025,3,0.39,12039
SHP5106,Brazil,AirFreight_Inc,Hazardous,24-10-2025,02-11-2025,6,0.68,11181
SHP5107,United States,FastLogistics,Standard,02-02-2025,04-02-2025,10,0.47,1115
SHP5108,DE,AirFreight_Inc,Fragile,31-08-2025,09-09-2025,3,0.4,8378
SHP5109,United States,GlobalShip,Perishable,28-02-2025,09-03-2025,7,0.86,8894
SHP5110,USA,GlobalShip,Hazardous,11-03-2025,12-03-2025,1,0.66,4913
SHP5111,United States,FastLogistics,Standard,03-03-2025,10-03-2025,4,0.95,2073
SHP5112,Brazil,GlobalShip,Perishable,10-10-2025,19-10-2025,3,0.55,2637
SHP5113,United States,OceanWave,Perishable,09-03-2025,17-03-2025,9,0.4,9638
SHP5114,DE,OceanWave,Fragile,16-05-2025,15-05-2025,99,0.27,2320
SHP5115,DE,OceanWave,Fragile,18-09-2025,19-09-2025,2,0.94,6954
SHP5116,Germany,AirFreight_Inc,Perishable,19-02-2025,01-03-2025,5,0.16,1374
SHP5117,U.S.,AirFreight_Inc,Fragile,19-04-2025,17-04-2025,5,0.89,8139
SHP5118,USA,FastLogistics,Perishable,24-07-2025,26-07-2025,5,0.72,4833
SHP5119,India,AirFreight_Inc,Standard,15-06-2025,14-06-2025,4,0.42,2341
SHP5120,India,FastLogistics,Perishable,10-01-2025,13-01-2025,10,0.98,3380
SHP5121,China,OceanWave,Fragile,21-05-2025,19-05-2025,3,,10731
SHP5122,U.S.,FastLogistics,Perishable,21-08-2025,28-08-2025,1,0.96,4654
SHP5123,USA,,Perishable,26-05-2025,02-06-2025,9,0.54,4616
SHP5124,IN,,Standard,15-03-2025,23-03-2025,99,0.42,4071
SHP5125,U.S.,OceanWave,Standard,09-08-2025,19-08-2025,9,0.9,1717
SHP5126,India,FastLogistics,Fragile,20-06-2025,29-06-2025,10,0.32,14511
SHP5127,DE,AirFreight_Inc,Hazardous,03-09-2025,04-09-2025,1,0.51,6528
SHP5128,India,FastLogistics,Perishable,26-03-2025,05-04-2025,5,0.01,13786
SHP5129,India,AirFreight_Inc,Perishable,27-05-2025,29-05-2025,1,0.83,8468
SHP5130,China,OceanWave,Hazardous,04-05-2025,12-05-2025,9,0.94,3598
SHP5131,IN,FastLogistics,Hazardous,10-10-2025,11-10-2025,8,0.25,4165
SHP5132,Germany,AirFreight_Inc,Fragile,22-05-2025,27-05-2025,3,0.72,1326
SHP5133,U.S.,GlobalShip,Hazardous,23-07-2025,21-07-2025,8,0.08,13334
SHP5134,USA,,Hazardous,17-04-2025,23-04-2025,1,0.91,10079
SHP5135,China,AirFreight_Inc,Fragile,23-04-2025,24-04-2025,8,0.49,8638
SHP5136,India,,Fragile,12-07-2025,21-07-2025,99,0.38,11952
SHP5137,USA,GlobalShip,Standard,27-06-2025,05-07-2025,8,0.22,2079
SHP5138,DE,AirFreight_Inc,Fragile,17-10-2025,17-10-2025,8,0.78,1827
SHP5139,Germany,OceanWave,Perishable,14-09-2025,21-09-2025,4,0.65,14128
SHP5140,United States,AirFreight_Inc,Standard,10-06-2025,14-06-2025,99,0.98,5990
SHP5141,United States,AirFreight_Inc,Fragile,23-06-2025,26-06-2025,9,0.12,7312
SHP5142,Brazil,OceanWave,Hazardous,05-08-2025,12-08-2025,5,0.51,13596
SHP5143,United States,,Fragile,22-10-2025,24-10-2025,2,0.06,4446
SHP5144,Germany,OceanWave,Fragile,20-08-2025,24-08-2025,5,0.07,9495
SHP5145,IN,FastLogistics,Fragile,26-01-2025,04-02-2025,5,0.81,5092
SHP5146,USA,GlobalShip,Standard,08-07-2025,13-07-2025,7,0.4,2319
SHP5147,U.S.,FastLogistics,Standard,09-06-2025,12-06-2025,9,0.08,9208
SHP5148,Brazil,OceanWave,Hazardous,06-03-2025,04-03-2025,7,0.25,13694
SHP5149,Germany,,Fragile,28-01-2025,28-01-2025,3,0.28,9586
SHP5150,India,FastLogistics,Perishable,25-06-2025,29-06-2025,7,0.69,6689
SHP5151,USA,AirFreight_Inc,Perishable,14-01-2025,12-01-2025,3,0.06,10310
SHP5152,India,AirFreight_Inc,Perishable,10-04-2025,14-04-2025,2,0.56,11802
SHP5153,USA,GlobalShip,Perishable,10-04-2025,10-04-2025,1,,11528
SHP5154,U.S.,,Standard,17-10-2025,18-10-2025,10,0.3,13779
SHP5155,Brazil,GlobalShip,Standard,02-07-2025,06-07-2025,8,0.47,6835
SHP5156,DE,GlobalShip,Perishable,19-07-2025,21-07-2025,4,0.59,581
SHP5157,CN,,Hazardous,21-04-2025,26-04-2025,10,0.45,7023
SHP5158,USA,GlobalShip,Hazardous,18-06-2025,17-06-2025,9,0.15,3631
SHP5159,CN,FastLogistics,Fragile,09-05-2025,07-05-2025,5,0.75,3512
SHP5160,DE,OceanWave,Hazardous,30-05-2025,28-05-2025,3,0.76,3231
SHP5161,India,,Perishable,14-09-2025,12-09-2025,3,0.89,11615
SHP5162,CN,FastLogistics,Perishable,09-06-2025,11-06-2025,5,0.73,3517
SHP5163,DE,OceanWave,Fragile,14-07-2025,19-07-2025,7,0.65,13053
SHP5164,IN,AirFreight_Inc,Hazardous,20-03-2025,26-03-2025,7,0.15,4375
SHP5165,IN,OceanWave,Fragile,13-02-2025,15-02-2025,7,0.15,8340
SHP5166,DE,AirFreight_Inc,Fragile,18-10-2025,22-10-2025,8,0.14,14207
SHP5167,U.S.,GlobalShip,Perishable,17-01-2025,23-01-2025,6,0.56,1724
SHP5168,United States,,Fragile,10-07-2025,08-07-2025,5,0.24,13699
SHP5169,CN,,Standard,22-07-2025,01-08-2025,6,0.43,8542
SHP5170,Germany,GlobalShip,Hazardous,25-08-2025,31-08-2025,4,0.8,10417
SHP5171,DE,OceanWave,Standard,09-06-2025,07-06-2025,9,0.45,12064
SHP5172,DE,AirFreight_Inc,Perishable,12-06-2025,10-06-2025,2,0.4,7619
SHP5173,United States,AirFreight_Inc,Perishable,23-06-2025,29-06-2025,5,0.84,6885
SHP5174,United States,,Fragile,02-04-2025,08-04-2025,7,0.49,4152
SHP5175,United States,,Perishable,11-08-2025,17-08-2025,3,0.35,11458
SHP5176,Germany,GlobalShip,Standard,12-10-2025,10-10-2025,5,0.74,5915
SHP5177,China,AirFreight_Inc,Standard,25-02-2025,06-03-2025,8,0.93,11495
SHP5178,CN,,Perishable,21-06-2025,30-06-2025,3,0.43,10300
SHP5179,USA,GlobalShip,Hazardous,12-01-2025,21-01-2025,5,0.6,2947
SHP5180,USA,GlobalShip,Perishable,23-09-2025,30-09-2025,6,0.72,5700
SHP5181,USA,FastLogistics,Hazardous,24-03-2025,31-03-2025,6,0.63,12985
SHP5182,USA,GlobalShip,Perishable,11-02-2025,16-02-2025,4,0.96,5627
SHP5183,China,AirFreight_Inc,Perishable,07-03-2025,17-03-2025,5,,10404
SHP5184,China,GlobalShip,Perishable,21-03-2025,27-03-2025,1,0.25,8063
SHP5185,CN,OceanWave,Hazardous,12-09-2025,18-09-2025,7,0.04,10505
SHP5186,United States,AirFreight_Inc,Hazardous,28-02-2025,27-02-2025,7,0.68,988
SHP5187,United States,AirFreight_Inc,Fragile,13-03-2025,23-03-2025,10,0.69,6810
SHP5188,USA,,Perishable,13-10-2025,22-10-2025,7,0.67,4498
SHP5189,USA,AirFreight_Inc,Fragile,08-05-2025,15-05-2025,5,0.21,9618
SHP5190,U.S.,OceanWave,Perishable,02-08-2025,09-08-2025,3,0.57,14514
SHP5191,Germany,AirFreight_Inc,Hazardous,21-01-2025,24-01-2025,9,0.82,9918
SHP5192,India,GlobalShip,Standard,26-01-2025,05-02-2025,6,0.98,10693
SHP5193,Germany,GlobalShip,Fragile,07-07-2025,14-07-2025,8,0.12,5244
SHP5194,Germany,FastLogistics,Perishable,21-06-2025,27-06-2025,3,0.79,8576
SHP5195,IN,,Hazardous,19-04-2025,28-04-2025,7,0.8,1412
SHP5196,DE,OceanWave,Perishable,24-02-2025,01-03-2025,5,0.71,2825
SHP5197,Brazil,AirFreight_Inc,Perishable,14-01-2025,14-01-2025,10,0.54,12289
SHP5198,CN,FastLogistics,Perishable,27-02-2025,01-03-2025,8,0.86,6676
SHP5199,U.S.,,Perishable,16-04-2025,26-04-2025,1,0.52,11766
SHP5200,U.S.,FastLogistics,Standard,05-01-2025,15-01-2025,99,0.22,9356
SHP5201,China,GlobalShip,Perishable,28-03-2025,31-03-2025,2,0.51,14987
SHP5202,United States,,Hazardous,11-09-2025,16-09-2025,6,0.21,12476
SHP5203,IN,GlobalShip,Standard,18-05-2025,22-05-2025,1,0.76,1125
SHP5204,U.S.,GlobalShip,Hazardous,20-10-2025,30-10-2025,10,0.1,3456
SHP5205,Germany,,Perishable,17-09-2025,15-09-2025,7,0.92,13361
SHP5206,Germany,FastLogistics,Perishable,21-01-2025,30-01-2025,9,0.13,9887
